id,name,name_en,description,description_en,full_video_url,full_video_image_url,introduction,introduction_en,slug,slug_en,attribute_name,attribute_value
ac1c9481-4ebe-4056-b58e-3b94c4649d6a,Push-ups (chest),Push-ups (chest),<p>Perform the push-ups exercise to target your chest muscles effectively.</p>,<p>Perform the push-ups exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Push-ups (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Push-ups (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,push-ups-chest,push-ups-chest,TYPE,STRENGTH
ac1c9481-4ebe-4056-b58e-3b94c4649d6a,Push-ups (chest),Push-ups (chest),<p>Perform the push-ups exercise to target your chest muscles effectively.</p>,<p>Perform the push-ups exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Push-ups (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Push-ups (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,push-ups-chest,push-ups-chest,PRIMARY_MUSCLE,CHEST
ac1c9481-4ebe-4056-b58e-3b94c4649d6a,Push-ups (chest),Push-ups (chest),<p>Perform the push-ups exercise to target your chest muscles effectively.</p>,<p>Perform the push-ups exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Push-ups (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Push-ups (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,push-ups-chest,push-ups-chest,EQUIPMENT,BODYWEIGHT
ac1c9481-4ebe-4056-b58e-3b94c4649d6a,Push-ups (chest),Push-ups (chest),<p>Perform the push-ups exercise to target your chest muscles effectively.</p>,<p>Perform the push-ups exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Push-ups (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Push-ups (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,push-ups-chest,push-ups-chest,MECHANICS_TYPE,COMPOUND
265a59a2-7616-4af5-86d0-b9c702eae138,Bench Press (chest),Bench Press (chest),<p>Perform the bench press exercise to target your chest muscles effectively.</p>,<p>Perform the bench press exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Bench Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Bench Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,bench-press-chest,bench-press-chest,TYPE,STRENGTH
265a59a2-7616-4af5-86d0-b9c702eae138,Bench Press (chest),Bench Press (chest),<p>Perform the bench press exercise to target your chest muscles effectively.</p>,<p>Perform the bench press exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Bench Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Bench Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,bench-press-chest,bench-press-chest,PRIMARY_MUSCLE,CHEST
265a59a2-7616-4af5-86d0-b9c702eae138,Bench Press (chest),Bench Press (chest),<p>Perform the bench press exercise to target your chest muscles effectively.</p>,<p>Perform the bench press exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Bench Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Bench Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,bench-press-chest,bench-press-chest,EQUIPMENT,BODYWEIGHT
265a59a2-7616-4af5-86d0-b9c702eae138,Bench Press (chest),Bench Press (chest),<p>Perform the bench press exercise to target your chest muscles effectively.</p>,<p>Perform the bench press exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Bench Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Bench Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,bench-press-chest,bench-press-chest,MECHANICS_TYPE,COMPOUND
2287b91a-4f55-4f37-b4df-7048077bbe59,Chest Fly (chest),Chest Fly (chest),<p>Perform the chest fly exercise to target your chest muscles effectively.</p>,<p>Perform the chest fly exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Chest Fly (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Chest Fly (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,chest-fly-chest,chest-fly-chest,TYPE,STRENGTH
2287b91a-4f55-4f37-b4df-7048077bbe59,Chest Fly (chest),Chest Fly (chest),<p>Perform the chest fly exercise to target your chest muscles effectively.</p>,<p>Perform the chest fly exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Chest Fly (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Chest Fly (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,chest-fly-chest,chest-fly-chest,PRIMARY_MUSCLE,CHEST
2287b91a-4f55-4f37-b4df-7048077bbe59,Chest Fly (chest),Chest Fly (chest),<p>Perform the chest fly exercise to target your chest muscles effectively.</p>,<p>Perform the chest fly exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Chest Fly (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Chest Fly (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,chest-fly-chest,chest-fly-chest,EQUIPMENT,BODYWEIGHT
2287b91a-4f55-4f37-b4df-7048077bbe59,Chest Fly (chest),Chest Fly (chest),<p>Perform the chest fly exercise to target your chest muscles effectively.</p>,<p>Perform the chest fly exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Chest Fly (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Chest Fly (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,chest-fly-chest,chest-fly-chest,MECHANICS_TYPE,COMPOUND
56f32cd5-aebf-40fb-9692-ea7f4c025cd4,Incline Press (chest),Incline Press (chest),<p>Perform the incline press exercise to target your chest muscles effectively.</p>,<p>Perform the incline press exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Incline Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Incline Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,incline-press-chest,incline-press-chest,TYPE,STRENGTH
56f32cd5-aebf-40fb-9692-ea7f4c025cd4,Incline Press (chest),Incline Press (chest),<p>Perform the incline press exercise to target your chest muscles effectively.</p>,<p>Perform the incline press exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Incline Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Incline Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,incline-press-chest,incline-press-chest,PRIMARY_MUSCLE,CHEST
56f32cd5-aebf-40fb-9692-ea7f4c025cd4,Incline Press (chest),Incline Press (chest),<p>Perform the incline press exercise to target your chest muscles effectively.</p>,<p>Perform the incline press exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Incline Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Incline Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,incline-press-chest,incline-press-chest,EQUIPMENT,BODYWEIGHT
56f32cd5-aebf-40fb-9692-ea7f4c025cd4,Incline Press (chest),Incline Press (chest),<p>Perform the incline press exercise to target your chest muscles effectively.</p>,<p>Perform the incline press exercise to target your chest muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Incline Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,<p>The <strong>Incline Press (chest)</strong> is an effective exercise for targeting the <strong>chest</strong> muscles.</p>,incline-press-chest,incline-press-chest,MECHANICS_TYPE,COMPOUND
dd82ff9f-7ea7-4e10-8614-ce468c899350,Pull-ups (back),Pull-ups (back),<p>Perform the pull-ups exercise to target your back muscles effectively.</p>,<p>Perform the pull-ups exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Pull-ups (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Pull-ups (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,pull-ups-back,pull-ups-back,TYPE,STRENGTH
dd82ff9f-7ea7-4e10-8614-ce468c899350,Pull-ups (back),Pull-ups (back),<p>Perform the pull-ups exercise to target your back muscles effectively.</p>,<p>Perform the pull-ups exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Pull-ups (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Pull-ups (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,pull-ups-back,pull-ups-back,PRIMARY_MUSCLE,BACK
dd82ff9f-7ea7-4e10-8614-ce468c899350,Pull-ups (back),Pull-ups (back),<p>Perform the pull-ups exercise to target your back muscles effectively.</p>,<p>Perform the pull-ups exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Pull-ups (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Pull-ups (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,pull-ups-back,pull-ups-back,EQUIPMENT,BODYWEIGHT
dd82ff9f-7ea7-4e10-8614-ce468c899350,Pull-ups (back),Pull-ups (back),<p>Perform the pull-ups exercise to target your back muscles effectively.</p>,<p>Perform the pull-ups exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Pull-ups (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Pull-ups (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,pull-ups-back,pull-ups-back,MECHANICS_TYPE,COMPOUND
f2cbc78b-6244-4c9d-9965-806bf5edf0b6,Rows (back),Rows (back),<p>Perform the rows exercise to target your back muscles effectively.</p>,<p>Perform the rows exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Rows (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Rows (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,rows-back,rows-back,TYPE,STRENGTH
f2cbc78b-6244-4c9d-9965-806bf5edf0b6,Rows (back),Rows (back),<p>Perform the rows exercise to target your back muscles effectively.</p>,<p>Perform the rows exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Rows (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Rows (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,rows-back,rows-back,PRIMARY_MUSCLE,BACK
f2cbc78b-6244-4c9d-9965-806bf5edf0b6,Rows (back),Rows (back),<p>Perform the rows exercise to target your back muscles effectively.</p>,<p>Perform the rows exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Rows (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Rows (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,rows-back,rows-back,EQUIPMENT,BODYWEIGHT
f2cbc78b-6244-4c9d-9965-806bf5edf0b6,Rows (back),Rows (back),<p>Perform the rows exercise to target your back muscles effectively.</p>,<p>Perform the rows exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Rows (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Rows (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,rows-back,rows-back,MECHANICS_TYPE,COMPOUND
10bda58a-8886-43dc-8210-ff686a4fb76a,Lat Pulldown (back),Lat Pulldown (back),<p>Perform the lat pulldown exercise to target your back muscles effectively.</p>,<p>Perform the lat pulldown exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Lat Pulldown (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Lat Pulldown (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,lat-pulldown-back,lat-pulldown-back,TYPE,STRENGTH
10bda58a-8886-43dc-8210-ff686a4fb76a,Lat Pulldown (back),Lat Pulldown (back),<p>Perform the lat pulldown exercise to target your back muscles effectively.</p>,<p>Perform the lat pulldown exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Lat Pulldown (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Lat Pulldown (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,lat-pulldown-back,lat-pulldown-back,PRIMARY_MUSCLE,BACK
10bda58a-8886-43dc-8210-ff686a4fb76a,Lat Pulldown (back),Lat Pulldown (back),<p>Perform the lat pulldown exercise to target your back muscles effectively.</p>,<p>Perform the lat pulldown exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Lat Pulldown (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Lat Pulldown (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,lat-pulldown-back,lat-pulldown-back,EQUIPMENT,BODYWEIGHT
10bda58a-8886-43dc-8210-ff686a4fb76a,Lat Pulldown (back),Lat Pulldown (back),<p>Perform the lat pulldown exercise to target your back muscles effectively.</p>,<p>Perform the lat pulldown exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Lat Pulldown (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Lat Pulldown (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,lat-pulldown-back,lat-pulldown-back,MECHANICS_TYPE,COMPOUND
77bd2e28-1b50-4f8d-9c93-537b70bfb3b3,Deadlift (back),Deadlift (back),<p>Perform the deadlift exercise to target your back muscles effectively.</p>,<p>Perform the deadlift exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Deadlift (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Deadlift (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,deadlift-back,deadlift-back,TYPE,STRENGTH
77bd2e28-1b50-4f8d-9c93-537b70bfb3b3,Deadlift (back),Deadlift (back),<p>Perform the deadlift exercise to target your back muscles effectively.</p>,<p>Perform the deadlift exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Deadlift (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Deadlift (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,deadlift-back,deadlift-back,PRIMARY_MUSCLE,BACK
77bd2e28-1b50-4f8d-9c93-537b70bfb3b3,Deadlift (back),Deadlift (back),<p>Perform the deadlift exercise to target your back muscles effectively.</p>,<p>Perform the deadlift exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Deadlift (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Deadlift (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,deadlift-back,deadlift-back,EQUIPMENT,BODYWEIGHT
77bd2e28-1b50-4f8d-9c93-537b70bfb3b3,Deadlift (back),Deadlift (back),<p>Perform the deadlift exercise to target your back muscles effectively.</p>,<p>Perform the deadlift exercise to target your back muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Deadlift (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,<p>The <strong>Deadlift (back)</strong> is an effective exercise for targeting the <strong>back</strong> muscles.</p>,deadlift-back,deadlift-back,MECHANICS_TYPE,COMPOUND
1632ef44-68a5-4a09-bc38-f55bca20f43e,Shoulder Press (shoulders),Shoulder Press (shoulders),<p>Perform the shoulder press exercise to target your shoulders muscles effectively.</p>,<p>Perform the shoulder press exercise to target your shoulders muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Shoulder Press (shoulders)</strong> is an effective exercise for targeting the <strong>shoulders</strong> muscles.</p>,<p>The <strong>Shoulder Press (shoulders)</strong> is an effective exercise for targeting the <strong>shoulders</strong> muscles.</p>,shoulder-press-shoulders,shoulder-press-shoulders,TYPE,STRENGTH
1632ef44-68a5-4a09-bc38-f55bca20f43e,Shoulder Press (shoulders),Shoulder Press (shoulders),<p>Perform the shoulder press exercise to target your shoulders muscles effectively.</p>,<p>Perform the shoulder press exercise to target your shoulders muscles effectively.</p>,https://www.youtube.com/embed/dQw4w9WgXcQ?autoplay=1,https://img.youtube.com/vi/dQw4w9WgXcQ/hqdefault.jpg,<p>The <strong>Shoulder Press (shoulders)</strong> is an effective exercise for targeting the <strong>shoulders</strong> muscles.</p>,<p>The <strong>Shoulder Press (shoulders)</strong> is an effective exercise for targeting the <strong>shoulders</strong> muscles.</p>,shoulder-press-shoulders,shoulder-press-shoulders,PRIMARY_MUSCLE,SHOULDERS
